week,product,category,price,unit_cost,promo,units_sold
52,Canvas Tote Bag,accessories,13.8,3.8,0,395
53,Canvas Tote Bag,accessories,13.8,3.8,0,494
54,Canvas Tote Bag,accessories,13.8,3.8,0,480
55,Canvas Tote Bag,accessories,11.4,3.8,0,928
56,Canvas Tote Bag,accessories,11.4,3.8,0,1017
57,Canvas Tote Bag,accessories,10.71,3.8,1,1557
58,Canvas Tote Bag,accessories,12.0,3.8,0,831
59,Canvas Tote Bag,accessories,11.4,3.8,0,885
60,Canvas Tote Bag,accessories,10.8,3.8,0,1430
61,Canvas Tote Bag,accessories,12.0,3.8,0,822
62,Canvas Tote Bag,accessories,12.6,3.8,0,989
63,Canvas Tote Bag,accessories,10.71,3.8,1,1614
64,Canvas Tote Bag,accessories,13.2,3.8,0,874
65,Canvas Tote Bag,accessories,12.6,3.8,0,1155
66,Canvas Tote Bag,accessories,13.2,3.8,0,894
67,Canvas Tote Bag,accessories,13.8,3.8,0,954
68,Canvas Tote Bag,accessories,11.4,3.8,0,1500
69,Canvas Tote Bag,accessories,10.71,3.8,1,1603
70,Canvas Tote Bag,accessories,12.0,3.8,0,988
71,Canvas Tote Bag,accessories,10.8,3.8,0,1194
72,Canvas Tote Bag,accessories,10.8,3.8,0,1888
73,Canvas Tote Bag,accessories,10.2,3.8,0,1742
74,Canvas Tote Bag,accessories,13.2,3.8,0,643
75,Canvas Tote Bag,accessories,11.73,3.8,1,1119
76,Canvas Tote Bag,accessories,10.2,3.8,1,1670
77,Canvas Tote Bag,accessories,12.0,3.8,0,878
78,Canvas Tote Bag,accessories,12.6,3.8,0,856
79,Canvas Tote Bag,accessories,10.2,3.8,1,2061
80,Canvas Tote Bag,accessories,12.0,3.8,0,907
81,Canvas Tote Bag,accessories,13.8,3.8,0,503
82,Canvas Tote Bag,accessories,11.4,3.8,0,932
83,Canvas Tote Bag,accessories,12.0,3.8,0,688
84,Canvas Tote Bag,accessories,12.6,3.8,0,740
85,Canvas Tote Bag,accessories,9.69,3.8,1,2397
86,Canvas Tote Bag,accessories,12.0,3.8,0,686
87,Canvas Tote Bag,accessories,11.4,3.8,0,861
88,Canvas Tote Bag,accessories,13.2,3.8,0,545
89,Canvas Tote Bag,accessories,13.8,3.8,0,574
90,Canvas Tote Bag,accessories,12.0,3.8,0,760
91,Canvas Tote Bag,accessories,12.0,3.8,0,654
92,Canvas Tote Bag,accessories,10.2,3.8,0,1508
93,Canvas Tote Bag,accessories,12.0,3.8,0,853
94,Canvas Tote Bag,accessories,13.2,3.8,0,521
95,Canvas Tote Bag,accessories,10.8,3.8,0,973
96,Canvas Tote Bag,accessories,13.8,3.8,0,560
97,Canvas Tote Bag,accessories,13.8,3.8,0,654
98,Canvas Tote Bag,accessories,13.2,3.8,0,624
99,Canvas Tote Bag,accessories,12.0,3.8,0,784
100,Canvas Tote Bag,accessories,11.73,3.8,1,1276
101,Canvas Tote Bag,accessories,10.71,3.8,1,1919
102,Canvas Tote Bag,accessories,10.8,3.8,0,1265
103,Canvas Tote Bag,accessories,10.2,3.8,1,1973
0,Ceramic Mug Set,accessories,32.2,12.0,0,381
1,Ceramic Mug Set,accessories,26.6,12.0,0,432
2,Ceramic Mug Set,accessories,25.2,12.0,0,538
3,Ceramic Mug Set,accessories,28.0,12.0,0,346
4,Ceramic Mug Set,accessories,30.8,12.0,0,334
5,Ceramic Mug Set,accessories,25.2,12.0,0,392
6,Ceramic Mug Set,accessories,28.0,12.0,0,452
7,Ceramic Mug Set,accessories,28.0,12.0,0,407
8,Ceramic Mug Set,accessories,32.2,12.0,0,366
9,Ceramic Mug Set,accessories,22.61,12.0,1,1114
10,Ceramic Mug Set,accessories,23.8,12.0,0,702
11,Ceramic Mug Set,accessories,26.6,12.0,0,523
12,Ceramic Mug Set,accessories,28.0,12.0,0,604
13,Ceramic Mug Set,accessories,28.0,12.0,0,457
14,Ceramic Mug Set,accessories,30.8,12.0,0,445
15,Ceramic Mug Set,accessories,28.0,12.0,0,521
16,Ceramic Mug Set,accessories,28.0,12.0,0,557
17,Ceramic Mug Set,accessories,25.2,12.0,0,488
18,Ceramic Mug Set,accessories,25.2,12.0,0,613
19,Ceramic Mug Set,accessories,28.0,12.0,0,515
20,Ceramic Mug Set,accessories,32.2,12.0,0,364
21,Ceramic Mug Set,accessories,30.8,12.0,0,425
22,Ceramic Mug Set,accessories,21.42,12.0,1,839
23,Ceramic Mug Set,accessories,28.0,12.0,0,469
24,Ceramic Mug Set,accessories,28.0,12.0,0,428
25,Ceramic Mug Set,accessories,22.61,12.0,1,934
26,Ceramic Mug Set,accessories,32.2,12.0,0,375
27,Ceramic Mug Set,accessories,23.8,12.0,0,571
28,Ceramic Mug Set,accessories,23.8,12.0,0,486
29,Ceramic Mug Set,accessories,32.2,12.0,0,295
30,Ceramic Mug Set,accessories,21.42,12.0,1,961
31,Ceramic Mug Set,accessories,32.2,12.0,0,320
32,Ceramic Mug Set,accessories,25.2,12.0,0,536
33,Ceramic Mug Set,accessories,23.8,12.0,0,371
34,Ceramic Mug Set,accessories,28.0,12.0,0,278
35,Ceramic Mug Set,accessories,30.8,12.0,0,324
36,Ceramic Mug Set,accessories,28.0,12.0,0,370
37,Ceramic Mug Set,accessories,28.0,12.0,0,427
38,Ceramic Mug Set,accessories,28.0,12.0,0,340
39,Ceramic Mug Set,accessories,28.0,12.0,0,354
40,Ceramic Mug Set,accessories,24.99,12.0,1,628
41,Ceramic Mug Set,accessories,23.8,12.0,0,408
42,Ceramic Mug Set,accessories,23.8,12.0,0,493
43,Ceramic Mug Set,accessories,23.8,12.0,0,622
44,Ceramic Mug Set,accessories,28.0,12.0,0,395
45,Ceramic Mug Set,accessories,28.0,12.0,0,441
46,Ceramic Mug Set,accessories,22.61,12.0,1,685
47,Ceramic Mug Set,accessories,25.2,12.0,0,499
48,Ceramic Mug Set,accessories,26.6,12.0,0,416
49,Ceramic Mug Set,accessories,28.0,12.0,0,366
50,Ceramic Mug Set,accessories,29.4,12.0,0,453
51,Ceramic Mug Set,accessories,30.8,12.0,0,306
52,Ceramic Mug Set,accessories,28.0,12.0,0,488
53,Ceramic Mug Set,accessories,28.0,12.0,0,412
54,Ceramic Mug Set,accessories,28.0,12.0,0,546
55,Ceramic Mug Set,accessories,25.2,12.0,0,455
56,Ceramic Mug Set,accessories,30.8,12.0,0,433
57,Ceramic Mug Set,accessories,25.2,12.0,0,524
58,Ceramic Mug Set,accessories,30.8,12.0,0,311
59,Ceramic Mug Set,accessories,23.8,12.0,0,612
60,Ceramic Mug Set,accessories,26.6,12.0,0,431
61,Ceramic Mug Set,accessories,32.2,12.0,0,352
62,Ceramic Mug Set,accessories,24.99,12.0,1,1060
63,Ceramic Mug Set,accessories,28.0,12.0,0,521
64,Ceramic Mug Set,accessories,23.8,12.0,0,617
65,Ceramic Mug Set,accessories,28.0,12.0,0,475
66,Ceramic Mug Set,accessories,29.4,12.0,0,434
67,Ceramic Mug Set,accessories,29.4,12.0,0,452
68,Ceramic Mug Set,accessories,30.8,12.0,0,565
69,Ceramic Mug Set,accessories,29.4,12.0,0,529
70,Ceramic Mug Set,accessories,29.4,12.0,0,482
71,Ceramic Mug Set,accessories,26.6,12.0,0,522
72,Ceramic Mug Set,accessories,28.0,12.0,0,374
73,Ceramic Mug Set,accessories,28.0,12.0,0,471
74,Ceramic Mug Set,accessories,26.6,12.0,0,343
75,Ceramic Mug Set,accessories,29.4,12.0,0,401
76,Ceramic Mug Set,accessories,20.23,12.0,1,978
77,Ceramic Mug Set,accessories,32.2,12.0,0,367
78,Ceramic Mug Set,accessories,25.2,12.0,0,521
79,Ceramic Mug Set,accessories,32.2,12.0,0,287
80,Ceramic Mug Set,accessories,30.8,12.0,0,362
81,Ceramic Mug Set,accessories,28.0,12.0,0,355
82,Ceramic Mug Set,accessories,29.4,12.0,0,299
83,Ceramic Mug Set,accessories,23.8,12.0,1,582
84,Ceramic Mug Set,accessories,28.0,12.0,0,415
85,Ceramic Mug Set,accessories,29.4,12.0,0,308
86,Ceramic Mug Set,accessories,26.6,12.0,0,412
87,Ceramic Mug Set,accessories,26.6,12.0,0,419
88,Ceramic Mug Set,accessories,32.2,12.0,0,388
89,Ceramic Mug Set,accessories,30.8,12.0,0,304
90,Ceramic Mug Set,accessories,29.4,12.0,0,234
91,Ceramic Mug Set,accessories,26.6,12.0,0,392
92,Ceramic Mug Set,accessories,26.6,12.0,0,360
93,Ceramic Mug Set,accessories,28.0,12.0,0,286
94,Ceramic Mug Set,accessories,28.0,12.0,0,342
95,Ceramic Mug Set,accessories,32.2,12.0,0,338
96,Ceramic Mug Set,accessories,24.99,12.0,1,436
97,Ceramic Mug Set,accessories,23.8,12.0,0,517
98,Ceramic Mug Set,accessories,30.8,12.0,0,264
99,Ceramic Mug Set,accessories,23.8,12.0,1,595
100,Ceramic Mug Set,accessories,23.8,12.0,0,429
101,Ceramic Mug Set,accessories,30.8,12.0,0,323
102,Ceramic Mug Set,accessories,25.2,12.0,0,466
103,Ceramic Mug Set,accessories,28.0,12.0,0,393
0,Bluetooth Speaker Mini,electronics,49.0,26.0,0,456
1,Bluetooth Speaker Mini,electronics,46.55,26.0,0,440
2,Bluetooth Speaker Mini,electronics,53.9,26.0,0,285
3,Bluetooth Speaker Mini,electronics,49.0,26.0,0,406
4,Bluetooth Speaker Mini,electronics,44.1,26.0,0,585
5,Bluetooth Speaker Mini,electronics,53.9,26.0,0,385
6,Bluetooth Speaker Mini,electronics,56.35,26.0,0,296
7,Bluetooth Speaker Mini,electronics,53.9,26.0,0,323
8,Bluetooth Speaker Mini,electronics,41.65,26.0,0,568
9,Bluetooth Speaker Mini,electronics,49.0,26.0,0,484
10,Bluetooth Speaker Mini,electronics,49.0,26.0,0,401
11,Bluetooth Speaker Mini,electronics,49.0,26.0,0,512
12,Bluetooth Speaker Mini,electronics,46.55,26.0,0,611
13,Bluetooth Speaker Mini,electronics,56.35,26.0,0,357
14,Bluetooth Speaker Mini,electronics,53.9,26.0,0,399
15,Bluetooth Speaker Mini,electronics,41.65,26.0,0,517
16,Bluetooth Speaker Mini,electronics,44.1,26.0,0,606
17,Bluetooth Speaker Mini,electronics,44.1,26.0,0,515
18,Bluetooth Speaker Mini,electronics,51.45,26.0,0,469
19,Bluetooth Speaker Mini,electronics,51.45,26.0,0,458
20,Bluetooth Speaker Mini,electronics,41.65,26.0,0,600
21,Bluetooth Speaker Mini,electronics,44.1,26.0,0,732
22,Bluetooth Speaker Mini,electronics,44.1,26.0,0,570
23,Bluetooth Speaker Mini,electronics,44.1,26.0,0,637
24,Bluetooth Speaker Mini,electronics,44.1,26.0,0,541
25,Bluetooth Speaker Mini,electronics,56.35,26.0,0,300
26,Bluetooth Speaker Mini,electronics,46.55,26.0,0,434
27,Bluetooth Speaker Mini,electronics,44.1,26.0,0,859
28,Bluetooth Speaker Mini,electronics,51.45,26.0,0,322
29,Bluetooth Speaker Mini,electronics,49.0,26.0,0,404
30,Bluetooth Speaker Mini,electronics,44.1,26.0,0,522
31,Bluetooth Speaker Mini,electronics,44.1,26.0,0,342
32,Bluetooth Speaker Mini,electronics,49.0,26.0,0,451
33,Bluetooth Speaker Mini,electronics,41.65,26.0,0,483
34,Bluetooth Speaker Mini,electronics,49.0,26.0,0,386
35,Bluetooth Speaker Mini,electronics,44.1,26.0,0,354
36,Bluetooth Speaker Mini,electronics,41.65,26.0,0,517
37,Bluetooth Speaker Mini,electronics,56.35,26.0,0,278
38,Bluetooth Speaker Mini,electronics,49.0,26.0,0,397
39,Bluetooth Speaker Mini,electronics,46.55,26.0,0,407
40,Bluetooth Speaker Mini,electronics,49.0,26.0,0,347
41,Bluetooth Speaker Mini,electronics,49.0,26.0,0,331
42,Bluetooth Speaker Mini,electronics,53.9,26.0,0,270
43,Bluetooth Speaker Mini,electronics,51.45,26.0,0,252
44,Bluetooth Speaker Mini,electronics,49.0,26.0,0,416
45,Bluetooth Speaker Mini,electronics,56.35,26.0,0,391
46,Bluetooth Speaker Mini,electronics,46.55,26.0,0,573
47,Bluetooth Speaker Mini,electronics,51.45,26.0,0,307
48,Bluetooth Speaker Mini,electronics,49.0,26.0,0,411
49,Bluetooth Speaker Mini,electronics,56.35,26.0,0,283
50,Bluetooth Speaker Mini,electronics,49.0,26.0,0,440
51,Bluetooth Speaker Mini,electronics,56.35,26.0,0,231
52,Bluetooth Speaker Mini,electronics,46.55,26.0,0,431
53,Bluetooth Speaker Mini,electronics,43.73,26.0,1,641
54,Bluetooth Speaker Mini,electronics,46.55,26.0,0,615
55,Bluetooth Speaker Mini,electronics,41.65,26.0,1,1059
56,Bluetooth Speaker Mini,electronics,53.9,26.0,0,362
57,Bluetooth Speaker Mini,electronics,41.65,26.0,0,643
58,Bluetooth Speaker Mini,electronics,49.0,26.0,0,386
59,Bluetooth Speaker Mini,electronics,46.55,26.0,0,570
60,Bluetooth Speaker Mini,electronics,49.0,26.0,0,460
61,Bluetooth Speaker Mini,electronics,49.0,26.0,0,380
62,Bluetooth Speaker Mini,electronics,39.57,26.0,1,1109
63,Bluetooth Speaker Mini,electronics,56.35,26.0,0,251
64,Bluetooth Speaker Mini,electronics,41.65,26.0,0,703
65,Bluetooth Speaker Mini,electronics,49.0,26.0,0,603
66,Bluetooth Speaker Mini,electronics,53.9,26.0,0,282
67,Bluetooth Speaker Mini,electronics,53.9,26.0,0,398
68,Bluetooth Speaker Mini,electronics,44.1,26.0,0,594
69,Bluetooth Speaker Mini,electronics,56.35,26.0,0,395
70,Bluetooth Speaker Mini,electronics,44.1,26.0,0,511
71,Bluetooth Speaker Mini,electronics,35.4,26.0,1,2063
72,Bluetooth Speaker Mini,electronics,35.4,26.0,1,1285
73,Bluetooth Speaker Mini,electronics,44.1,26.0,0,617
74,Bluetooth Speaker Mini,electronics,49.0,26.0,0,463
75,Bluetooth Speaker Mini,electronics,56.35,26.0,0,259
76,Bluetooth Speaker Mini,electronics,51.45,26.0,0,319
77,Bluetooth Speaker Mini,electronics,46.55,26.0,0,434
78,Bluetooth Speaker Mini,electronics,49.0,26.0,0,542
79,Bluetooth Speaker Mini,electronics,44.1,26.0,0,437
80,Bluetooth Speaker Mini,electronics,51.45,26.0,0,332
81,Bluetooth Speaker Mini,electronics,53.9,26.0,0,295
82,Bluetooth Speaker Mini,electronics,49.0,26.0,0,356
83,Bluetooth Speaker Mini,electronics,51.45,26.0,0,314
84,Bluetooth Speaker Mini,electronics,46.55,26.0,0,564
85,Bluetooth Speaker Mini,electronics,49.0,26.0,0,317
86,Bluetooth Speaker Mini,electronics,46.55,26.0,0,368
87,Bluetooth Speaker Mini,electronics,51.45,26.0,0,274
88,Bluetooth Speaker Mini,electronics,41.65,26.0,0,439
89,Bluetooth Speaker Mini,electronics,49.0,26.0,0,310
90,Bluetooth Speaker Mini,electronics,53.9,26.0,0,271
91,Bluetooth Speaker Mini,electronics,44.1,26.0,0,465
92,Bluetooth Speaker Mini,electronics,49.0,26.0,0,428
93,Bluetooth Speaker Mini,electronics,49.0,26.0,0,289
94,Bluetooth Speaker Mini,electronics,51.45,26.0,0,406
95,Bluetooth Speaker Mini,electronics,41.65,26.0,1,776
96,Bluetooth Speaker Mini,electronics,49.0,26.0,0,412
97,Bluetooth Speaker Mini,electronics,56.35,26.0,0,319
98,Bluetooth Speaker Mini,electronics,49.0,26.0,0,447
99,Bluetooth Speaker Mini,electronics,37.48,26.0,1,1042
100,Bluetooth Speaker Mini,electronics,46.55,26.0,0,331
101,Bluetooth Speaker Mini,electronics,45.82,26.0,1,635
102,Bluetooth Speaker Mini,electronics,41.65,26.0,0,564
103,Bluetooth Speaker Mini,electronics,56.35,26.0,0,321
0,USB-C Charging Hub,electronics,37.05,17.0,0,517
1,USB-C Charging Hub,electronics,42.9,17.0,0,552
2,USB-C Charging Hub,electronics,39.0,17.0,0,490
3,USB-C Charging Hub,electronics,42.9,17.0,0,602
4,USB-C Charging Hub,electronics,40.95,17.0,0,593
5,USB-C Charging Hub,electronics,37.05,17.0,0,905
6,USB-C Charging Hub,electronics,37.05,17.0,0,566
7,USB-C Charging Hub,electronics,40.95,17.0,0,817
8,USB-C Charging Hub,electronics,40.95,17.0,0,759
9,USB-C Charging Hub,electronics,42.9,17.0,0,813
10,USB-C Charging Hub,electronics,44.85,17.0,0,665
11,USB-C Charging Hub,electronics,44.85,17.0,0,497
12,USB-C Charging Hub,electronics,33.15,17.0,0,1042
13,USB-C Charging Hub,electronics,39.0,17.0,0,737
14,USB-C Charging Hub,electronics,42.9,17.0,0,588
15,USB-C Charging Hub,electronics,37.05,17.0,0,965
16,USB-C Charging Hub,electronics,44.85,17.0,0,426
17,USB-C Charging Hub,electronics,39.0,17.0,0,629
18,USB-C Charging Hub,electronics,38.12,17.0,1,993
19,USB-C Charging Hub,electronics,37.05,17.0,0,767
20,USB-C Charging Hub,electronics,28.18,17.0,1,1649
21,USB-C Charging Hub,electronics,28.18,17.0,1,2140
22,USB-C Charging Hub,electronics,39.0,17.0,0,775
23,USB-C Charging Hub,electronics,39.0,17.0,0,857
24,USB-C Charging Hub,electronics,40.95,17.0,0,629
25,USB-C Charging Hub,electronics,44.85,17.0,0,568
26,USB-C Charging Hub,electronics,40.95,17.0,0,675
27,USB-C Charging Hub,electronics,35.1,17.0,0,688
28,USB-C Charging Hub,electronics,44.85,17.0,0,356
29,USB-C Charging Hub,electronics,44.85,17.0,0,625
30,USB-C Charging Hub,electronics,40.95,17.0,0,607
31,USB-C Charging Hub,electronics,35.1,17.0,0,651
32,USB-C Charging Hub,electronics,31.49,17.0,1,1239
33,USB-C Charging Hub,electronics,39.0,17.0,0,579
34,USB-C Charging Hub,electronics,35.1,17.0,0,788
35,USB-C Charging Hub,electronics,40.95,17.0,0,417
36,USB-C Charging Hub,electronics,35.1,17.0,0,597
37,USB-C Charging Hub,electronics,33.15,17.0,0,776
38,USB-C Charging Hub,electronics,35.1,17.0,0,593
39,USB-C Charging Hub,electronics,42.9,17.0,0,497
40,USB-C Charging Hub,electronics,31.49,17.0,1,929
41,USB-C Charging Hub,electronics,38.12,17.0,1,815
42,USB-C Charging Hub,electronics,35.1,17.0,0,578
43,USB-C Charging Hub,electronics,44.85,17.0,0,464
44,USB-C Charging Hub,electronics,33.15,17.0,0,455
45,USB-C Charging Hub,electronics,39.0,17.0,0,661
46,USB-C Charging Hub,electronics,40.95,17.0,0,438
47,USB-C Charging Hub,electronics,40.95,17.0,0,390
48,USB-C Charging Hub,electronics,40.95,17.0,0,446
49,USB-C Charging Hub,electronics,39.0,17.0,0,511
50,USB-C Charging Hub,electronics,44.85,17.0,0,363
51,USB-C Charging Hub,electronics,35.1,17.0,0,661
52,USB-C Charging Hub,electronics,33.15,17.0,0,1111
53,USB-C Charging Hub,electronics,35.1,17.0,0,658
54,USB-C Charging Hub,electronics,39.0,17.0,0,546
55,USB-C Charging Hub,electronics,39.0,17.0,0,562
56,USB-C Charging Hub,electronics,39.0,17.0,0,523
57,USB-C Charging Hub,electronics,35.1,17.0,0,743
58,USB-C Charging Hub,electronics,33.15,17.0,1,1387
59,USB-C Charging Hub,electronics,39.0,17.0,0,552
60,USB-C Charging Hub,electronics,40.95,17.0,0,578
61,USB-C Charging Hub,electronics,39.0,17.0,0,621
62,USB-C Charging Hub,electronics,35.1,17.0,0,942
63,USB-C Charging Hub,electronics,33.15,17.0,0,980
64,USB-C Charging Hub,electronics,35.1,17.0,0,1002
65,USB-C Charging Hub,electronics,40.95,17.0,0,693
66,USB-C Charging Hub,electronics,40.95,17.0,0,676
67,USB-C Charging Hub,electronics,39.0,17.0,0,777
68,USB-C Charging Hub,electronics,37.05,17.0,0,942
69,USB-C Charging Hub,electronics,31.49,17.0,1,1625
70,USB-C Charging Hub,electronics,37.05,17.0,0,839
71,USB-C Charging Hub,electronics,39.0,17.0,0,738
72,USB-C Charging Hub,electronics,35.1,17.0,0,834
73,USB-C Charging Hub,electronics,39.0,17.0,0,628
74,USB-C Charging Hub,electronics,40.95,17.0,0,680
75,USB-C Charging Hub,electronics,33.15,17.0,0,951
76,USB-C Charging Hub,electronics,35.1,17.0,0,862
77,USB-C Charging Hub,electronics,42.9,17.0,0,544
78,USB-C Charging Hub,electronics,44.85,17.0,0,464
79,USB-C Charging Hub,electronics,44.85,17.0,0,523
80,USB-C Charging Hub,electronics,42.9,17.0,0,619
81,USB-C Charging Hub,electronics,31.49,17.0,1,1051
82,USB-C Charging Hub,electronics,39.0,17.0,0,482
83,USB-C Charging Hub,electronics,37.05,17.0,0,706
84,USB-C Charging Hub,electronics,35.1,17.0,0,888
85,USB-C Charging Hub,electronics,33.15,17.0,0,748
86,USB-C Charging Hub,electronics,33.15,17.0,1,1135
87,USB-C Charging Hub,electronics,39.0,17.0,0,482
88,USB-C Charging Hub,electronics,44.85,17.0,0,340
89,USB-C Charging Hub,electronics,39.0,17.0,0,590
90,USB-C Charging Hub,electronics,42.9,17.0,0,418
91,USB-C Charging Hub,electronics,39.0,17.0,0,495
92,USB-C Charging Hub,electronics,35.1,17.0,0,660
93,USB-C Charging Hub,electronics,33.15,17.0,0,670
94,USB-C Charging Hub,electronics,39.0,17.0,0,568
95,USB-C Charging Hub,electronics,40.95,17.0,0,557
96,USB-C Charging Hub,electronics,39.0,17.0,0,443
97,USB-C Charging Hub,electronics,39.0,17.0,0,623
98,USB-C Charging Hub,electronics,33.15,17.0,0,637
99,USB-C Charging Hub,electronics,38.12,17.0,1,704
100,USB-C Charging Hub,electronics,44.85,17.0,0,486
101,USB-C Charging Hub,electronics,35.1,17.0,0,672
102,USB-C Charging Hub,electronics,35.1,17.0,0,624
103,USB-C Charging Hub,electronics,40.95,17.0,0,757
0,Wireless Earbuds Lite,electronics,75.9,34.0,0,236
1,Wireless Earbuds Lite,electronics,69.0,34.0,0,302
2,Wireless Earbuds Lite,electronics,69.0,34.0,0,293
3,Wireless Earbuds Lite,electronics,55.72,34.0,1,513
4,Wireless Earbuds Lite,electronics,75.9,34.0,0,241
5,Wireless Earbuds Lite,electronics,58.65,34.0,0,460
6,Wireless Earbuds Lite,electronics,79.35,34.0,0,215
7,Wireless Earbuds Lite,electronics,55.72,34.0,1,804
8,Wireless Earbuds Lite,electronics,65.55,34.0,0,452
9,Wireless Earbuds Lite,electronics,75.9,34.0,0,281
10,Wireless Earbuds Lite,electronics,79.35,34.0,0,282
11,Wireless Earbuds Lite,electronics,65.55,34.0,0,436
12,Wireless Earbuds Lite,electronics,62.1,34.0,0,450
13,Wireless Earbuds Lite,electronics,69.0,34.0,0,409
14,Wireless Earbuds Lite,electronics,69.0,34.0,0,454
15,Wireless Earbuds Lite,electronics,58.65,34.0,0,378
16,Wireless Earbuds Lite,electronics,62.1,34.0,0,419
17,Wireless Earbuds Lite,electronics,58.65,34.0,0,613
18,Wireless Earbuds Lite,electronics,65.55,34.0,0,397
19,Wireless Earbuds Lite,electronics,58.65,34.0,0,518
20,Wireless Earbuds Lite,electronics,69.0,34.0,0,362
21,Wireless Earbuds Lite,electronics,65.55,34.0,0,370
22,Wireless Earbuds Lite,electronics,75.9,34.0,0,299
23,Wireless Earbuds Lite,electronics,79.35,34.0,0,237
24,Wireless Earbuds Lite,electronics,69.0,34.0,0,308
25,Wireless Earbuds Lite,electronics,65.55,34.0,0,481
26,Wireless Earbuds Lite,electronics,69.0,34.0,0,352
27,Wireless Earbuds Lite,electronics,69.0,34.0,0,422
28,Wireless Earbuds Lite,electronics,69.0,34.0,0,250
29,Wireless Earbuds Lite,electronics,79.35,34.0,0,216
30,Wireless Earbuds Lite,electronics,62.1,34.0,0,417
31,Wireless Earbuds Lite,electronics,75.9,34.0,0,208
32,Wireless Earbuds Lite,electronics,55.72,34.0,1,522
33,Wireless Earbuds Lite,electronics,58.65,34.0,1,446
34,Wireless Earbuds Lite,electronics,58.65,34.0,0,368
35,Wireless Earbuds Lite,electronics,58.65,34.0,0,400
36,Wireless Earbuds Lite,electronics,58.65,34.0,1,519
37,Wireless Earbuds Lite,electronics,79.35,34.0,0,196
38,Wireless Earbuds Lite,electronics,65.55,34.0,0,245
39,Wireless Earbuds Lite,electronics,72.45,34.0,0,192
40,Wireless Earbuds Lite,electronics,75.9,34.0,0,250
41,Wireless Earbuds Lite,electronics,69.0,34.0,0,274
42,Wireless Earbuds Lite,electronics,67.45,34.0,1,284
43,Wireless Earbuds Lite,electronics,58.65,34.0,0,323
44,Wireless Earbuds Lite,electronics,72.45,34.0,0,220
45,Wireless Earbuds Lite,electronics,69.0,34.0,0,274
46,Wireless Earbuds Lite,electronics,69.0,34.0,0,286
47,Wireless Earbuds Lite,electronics,61.58,34.0,1,455
48,Wireless Earbuds Lite,electronics,69.0,34.0,0,202
49,Wireless Earbuds Lite,electronics,72.45,34.0,0,190
50,Wireless Earbuds Lite,electronics,69.0,34.0,0,264
51,Wireless Earbuds Lite,electronics,62.1,34.0,0,396
52,Wireless Earbuds Lite,electronics,75.9,34.0,0,207
53,Wireless Earbuds Lite,electronics,58.65,34.0,0,439
54,Wireless Earbuds Lite,electronics,72.45,34.0,0,280
55,Wireless Earbuds Lite,electronics,65.55,34.0,0,309
56,Wireless Earbuds Lite,electronics,79.35,34.0,0,244
57,Wireless Earbuds Lite,electronics,75.9,34.0,0,320
58,Wireless Earbuds Lite,electronics,58.65,34.0,0,505
59,Wireless Earbuds Lite,electronics,67.45,34.0,1,472
60,Wireless Earbuds Lite,electronics,69.0,34.0,0,423
61,Wireless Earbuds Lite,electronics,67.45,34.0,1,451
62,Wireless Earbuds Lite,electronics,72.45,34.0,0,312
63,Wireless Earbuds Lite,electronics,75.9,34.0,0,228
64,Wireless Earbuds Lite,electronics,79.35,34.0,0,268
65,Wireless Earbuds Lite,electronics,69.0,34.0,0,298
66,Wireless Earbuds Lite,electronics,49.85,34.0,1,1095
67,Wireless Earbuds Lite,electronics,69.0,34.0,0,370
68,Wireless Earbuds Lite,electronics,58.65,34.0,0,402
69,Wireless Earbuds Lite,electronics,62.1,34.0,0,375
70,Wireless Earbuds Lite,electronics,58.65,34.0,1,678
71,Wireless Earbuds Lite,electronics,79.35,34.0,0,241
72,Wireless Earbuds Lite,electronics,62.1,34.0,0,334
73,Wireless Earbuds Lite,electronics,72.45,34.0,0,321
74,Wireless Earbuds Lite,electronics,49.85,34.0,1,805
75,Wireless Earbuds Lite,electronics,61.58,34.0,1,688
76,Wireless Earbuds Lite,electronics,65.55,34.0,0,385
77,Wireless Earbuds Lite,electronics,75.9,34.0,0,293
78,Wireless Earbuds Lite,electronics,75.9,34.0,0,253
79,Wireless Earbuds Lite,electronics,69.0,34.0,0,317
80,Wireless Earbuds Lite,electronics,75.9,34.0,0,238
81,Wireless Earbuds Lite,electronics,58.65,34.0,0,423
82,Wireless Earbuds Lite,electronics,65.55,34.0,0,294
83,Wireless Earbuds Lite,electronics,62.1,34.0,0,311
84,Wireless Earbuds Lite,electronics,67.45,34.0,1,434
85,Wireless Earbuds Lite,electronics,49.85,34.0,1,744
86,Wireless Earbuds Lite,electronics,65.55,34.0,0,386
87,Wireless Earbuds Lite,electronics,62.1,34.0,0,230
88,Wireless Earbuds Lite,electronics,62.1,34.0,0,374
89,Wireless Earbuds Lite,electronics,69.0,34.0,0,268
90,Wireless Earbuds Lite,electronics,62.1,34.0,0,446
91,Wireless Earbuds Lite,electronics,75.9,34.0,0,157
92,Wireless Earbuds Lite,electronics,72.45,34.0,0,272
93,Wireless Earbuds Lite,electronics,58.65,34.0,0,423
94,Wireless Earbuds Lite,electronics,67.45,34.0,1,331
95,Wireless Earbuds Lite,electronics,64.52,34.0,1,394
96,Wireless Earbuds Lite,electronics,58.65,34.0,1,328
97,Wireless Earbuds Lite,electronics,75.9,34.0,0,225
98,Wireless Earbuds Lite,electronics,79.35,34.0,0,197
